LoanNr_ChkDgt,Zip,NAICS,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,SBA_Appv,prediction
1066835001,33040,54,2004,84,2,1.0,0,0,1,2,1,0,50000.0,25000.0,paid in full
8553674004,6810,72,2005,60,17,1.0,0,0,1,1,0,0,225500.0,185625.0,paid in full
5957754007,11103,42,2003,56,4,1.0,0,4,1,1,1,0,95000.0,47500.0,paid in full
2791834002,60643,44,1999,240,4,1.0,0,0,1,0,0,0,250000.0,187500.0,paid in full
2779775001,63456,81,2008,84,1,1.0,0,1,0,2,1,0,10000.0,5000.0,paid in full
9355834008,15601,72,2006,300,2,1.0,0,0,79140,2,0,0,1490000.0,1117500.0,paid in full
1620135001,27103,61,2006,70,2,1.0,0,2,0,1,1,0,13000.0,5000.0,charged off
1321755010,44221,72,2005,84,20,1.0,0,20,1,1,1,0,49416.0,12500.0,paid in full
4132655009,88011,62,2010,12,4,2.0,4,0,0,1,1,0,26674.0,12900.0,paid in full
6716794001,6378,62,2003,84,1,1.0,0,1,1,1,1,0,5000.0,2500.0,paid in full
6217144000,49098,45,2003,83,3,1.0,2,5,1,2,1,0,262500.0,67500.0,paid in full
3915875007,99835,81,2010,60,2,1.0,0,2,0,2,0,0,25000.0,22500.0,paid in full
6006403010,93436,71,1994,240,12,1.0,12,0,1,0,0,0,345000.0,345000.0,paid in full
7405864006,33433,54,2004,84,1,1.0,0,1,1,2,1,0,13000.0,6500.0,paid in full
7692033010,83205,54,1995,120,2,1.0,0,0,1,0,0,1,25000.0,22500.0,paid in full
5920943005,72956,11,1993,120,2,2.0,0,0,1,0,0,0,455000.0,386750.0,paid in full
6410914008,92337,32,2003,240,140,1.0,10,140,1,1,0,0,1300000.0,1300000.0,paid in full
1767685007,12563,56,2006,62,18,1.0,0,18,0,1,0,0,50000.0,25000.0,charged off
3363913004,2895,33,1989,120,30,1.0,0,0,0,0,0,0,360000.0,270000.0,paid in full
5030743002,38375,33,1992,120,38,1.0,0,0,1,0,0,0,300000.0,255000.0,paid in full
9198833007,81006,72,1996,120,4,2.0,0,0,1,0,0,1,45000.0,36000.0,paid in full
7280823004,95370,44,1994,84,7,1.0,0,0,1,0,0,0,65000.0,58500.0,paid in full
2214585006,89015,45,2007,84,2,2.0,0,2,0,1,1,0,7500.0,2500.0,paid in full
5934854010,64015,56,2003,84,2,1.0,0,2,1,1,1,0,25000.0,12500.0,paid in full
2018245001,7452,81,2006,84,6,1.0,0,6,0,1,0,0,40000.0,20000.0,paid in full
6157693002,36104,45,1994,84,2,1.0,0,0,1,0,0,0,73684.0,67500.0,paid in full
2747755001,91732,42,2008,84,1,1.0,0,1,0,1,1,0,295150.0,50000.0,paid in full
6980444000,11213,62,2004,84,4,1.0,2,4,1,1,1,0,25000.0,12500.0,paid in full
8430393007,90210,44,1995,84,1,2.0,0,0,1,0,0,1,100000.0,90000.0,paid in full
2724505004,22401,72,2007,102,1,2.0,6,0,47756,1,0,0,200000.0,150000.0,paid in full
3521764010,32801,72,2000,120,35,1.0,0,0,1,1,0,0,390000.0,292500.0,paid in full
5491884008,15219,54,2002,84,2,1.0,2,2,1,1,1,0,5074.0,1000.0,paid in full
2467916003,33133,51,2007,84,2,1.0,2,2,1,1,1,0,432993.0,97500.0,paid in full
2984675005,79938,23,2008,60,1,1.0,1,1,0,1,0,0,25000.0,12500.0,paid in full
5508054003,72857,32,2002,143,61,1.0,0,0,1,2,0,0,1037250.0,777938.0,paid in full
3189085000,33629,71,2008,66,8,2.0,0,8,0,1,0,0,34000.0,17000.0,charged off
6865745008,92802,62,2014,84,3,1.0,0,3,0,1,0,0,20000.0,10000.0,paid in full
8010294001,77084,54,2005,36,1,1.0,0,1,1,1,1,0,25000.0,12500.0,charged off
1103625008,33122,42,2005,84,7,1.0,0,0,1,1,1,0,103500.0,25000.0,paid in full
1264785000,43125,45,2005,84,2,2.0,0,2,1,1,0,0,23000.0,19550.0,paid in full
2201085010,80537,81,2007,72,6,1.0,0,6,0,1,1,0,25372.0,6800.0,charged off
1287565007,94110,54,2005,84,1,1.0,0,1,1,1,0,0,25000.0,12500.0,paid in full
2423015006,95037,72,2007,60,6,1.0,0,6,0,1,0,0,70000.0,35000.0,charged off
4453893009,95132,23,1991,84,2,1.0,0,0,1,0,0,0,50000.0,45000.0,paid in full
1329365005,2151,51,2005,84,15,2.0,0,15,1,1,0,0,73000.0,36500.0,paid in full
1766705009,90815,54,2006,58,6,1.0,0,6,0,1,1,0,74500.0,25000.0,charged off
2086085003,94509,23,2007,13,2,2.0,0,2,0,1,0,0,21700.0,10850.0,charged off
4289823007,94580,45,1991,120,2,1.0,0,0,1,0,0,0,32525.0,31500.0,paid in full
4557004001,11572,23,2001,66,40,1.0,20,40,1,1,1,0,200000.0,100000.0,paid in full
2518945006,30215,62,2007,84,1,2.0,2,1,0,2,0,0,75000.0,37500.0,paid in full
5178774003,55376,44,2002,240,20,1.0,0,20,1,2,0,0,538000.0,538000.0,paid in full
4733884007,18559,53,2001,84,1,2.0,2,1,1,1,1,0,6000.0,3000.0,paid in full
2238905000,34207,72,2007,61,15,1.0,0,15,0,1,0,0,15000.0,7500.0,charged off
3685215001,21675,44,2010,26,3,1.0,15,15,0,1,0,0,100000.0,90000.0,paid in full
2945654000,43150,23,1999,240,3,1.0,0,0,1,0,0,0,95000.0,76000.0,paid in full
4291825009,95062,72,2011,84,5,1.0,0,5,0,1,0,0,150000.0,135000.0,paid in full
2082605007,91324,33,2007,59,2,1.0,0,2,0,1,1,0,58123.0,17500.0,charged off
5418314005,95050,42,2002,240,15,1.0,2,0,1,1,0,0,1300000.0,1300000.0,paid in full
6261004001,32301,52,2003,36,11,1.0,0,11,1,1,1,0,50000.0,25000.0,paid in full
5325554008,32425,33,2002,120,16,2.0,0,0,1,2,0,0,476400.0,357300.0,paid in full
6619634008,92507,44,2003,84,4,1.0,0,4,1,1,1,0,75049.0,20000.0,paid in full
7714763008,68116,62,1995,60,34,1.0,0,0,1,0,0,0,150000.0,135000.0,paid in full
6250344003,85222,44,2003,280,8,1.0,0,0,1,2,0,0,1665983.0,999590.0,paid in full
3384425001,87701,72,2009,60,5,1.0,0,5,0,2,0,0,105000.0,52500.0,paid in full
1481695004,6320,54,2005,84,10,1.0,0,10,0,1,0,0,40000.0,20000.0,paid in full
2332635009,80216,44,2007,31,4,1.0,0,4,0,1,1,0,187825.0,25000.0,charged off
1230025008,60616,44,2005,84,3,2.0,2,5,1,1,1,0,5000.0,2500.0,paid in full
4090553001,73648,54,1990,87,5,1.0,0,0,1,0,0,0,70000.0,63000.0,paid in full
5066795000,14617,42,2012,12,8,1.0,0,8,0,1,1,0,350000.0,150000.0,paid in full
8951553002,6111,33,1996,108,4,1.0,0,0,1,0,0,1,75000.0,60000.0,paid in full
7416564005,90014,31,2004,69,3,1.0,2,3,1,1,0,0,50000.0,25000.0,charged off
7608103005,39739,45,1994,72,1,2.0,0,0,1,0,0,0,23750.0,21375.0,paid in full
7469284008,6606,33,2004,84,10,1.0,0,10,1,1,1,0,31916.0,12500.0,paid in full
1009296005,85015,23,2006,6,25,1.0,1,26,1,1,1,0,62868.0,17500.0,charged off
2130195010,10037,81,2007,25,4,1.0,0,4,0,1,0,0,35000.0,17500.0,charged off
6242374001,54981,72,2003,96,30,1.0,0,0,21425,2,0,0,365000.0,273750.0,paid in full
3530075002,58566,42,2009,84,2,1.0,2,0,10529,2,0,0,66000.0,33000.0,paid in full
5396474005,92626,42,2002,84,2,2.0,2,2,1,1,1,0,150000.0,75000.0,paid in full
2881605003,43140,71,2008,60,0,1.0,0,0,0,2,1,0,37061.0,12500.0,paid in full
2843224010,14850,72,1999,84,32,2.0,0,0,1,0,0,0,65000.0,52000.0,paid in full
9132204010,32837,42,2005,84,2,2.0,3,2,1,1,1,0,123029.0,25000.0,paid in full
1494264007,38134,62,1997,180,14,1.0,0,0,1,0,0,0,385000.0,288750.0,paid in full
6052765006,6810,42,2013,12,9,1.0,0,0,0,1,1,0,950000.0,375000.0,paid in full
3142255006,60532,31,2008,84,2,2.0,6,2,0,1,1,0,100000.0,50000.0,paid in full
4226803004,93117,42,1990,108,14,1.0,0,0,1,0,0,0,450000.0,364500.0,paid in full
2512556002,43772,48,2007,72,2,1.0,0,0,1,2,0,0,545000.0,408750.0,paid in full
5515324010,15102,81,2002,84,1,1.0,0,1,1,1,1,0,10100.0,20000.0,paid in full
1121054000,11963,56,1997,84,3,2.0,0,0,1,0,0,1,75000.0,60000.0,paid in full
2919195007,11232,44,2008,24,7,1.0,2,9,0,1,0,0,50700.0,25350.0,charged off
6710204009,60523,62,2003,6,2,1.0,2,2,1,1,1,0,21506.0,10000.0,charged off
1179315005,37660,45,2005,30,5,1.0,1,5,1,1,0,0,50000.0,25000.0,charged off
3270435006,84096,42,2009,34,3,2.0,6,3,0,1,1,0,49323.0,12500.0,charged off
3112265008,83404,23,2008,58,2,2.0,0,2,0,1,1,0,58452.0,19500.0,charged off
2006295008,1581,54,2006,84,3,2.0,0,3,0,1,1,0,12060.0,6000.0,paid in full
3996224005,7102,44,2001,48,1,1.0,0,1,1,1,1,0,124675.0,50000.0,paid in full
2752475005,43528,72,2008,64,20,1.0,0,20,67735,2,0,0,150000.0,75000.0,paid in full
1626735005,85251,81,2006,84,1,2.0,0,1,0,1,1,0,12200.0,3750.0,paid in full
2342714006,60639,32,1998,240,44,1.0,10,0,1,0,0,0,761000.0,761000.0,paid in full
1531615001,48198,54,2006,34,2,1.0,3,5,0,1,0,0,13982.0,7000.0,charged off
3461415003,11201,31,2009,84,11,1.0,14,14,0,1,0,0,76100.0,38050.0,paid in full
7454214006,56401,72,2004,84,7,2.0,0,0,1,2,0,0,405000.0,303750.0,paid in full
2164375003,78729,52,2007,67,1,1.0,2,0,0,1,1,0,46608.0,12500.0,charged off
8946994007,60137,72,2005,84,40,2.0,0,0,21425,1,0,0,88000.0,74800.0,paid in full
4582153006,84601,53,1991,60,5,1.0,0,0,1,0,0,0,36000.0,28800.0,paid in full
9030904007,33166,42,2005,84,4,1.0,0,4,1,1,1,0,25553.0,12500.0,paid in full
5777283004,80003,81,1993,120,14,1.0,0,0,1,0,0,0,120000.0,96000.0,paid in full
5594424002,80215,54,2002,35,4,1.0,0,4,1,1,1,0,100000.0,50000.0,paid in full
1616745004,48082,62,2006,71,4,2.0,1,4,0,1,0,0,50000.0,42500.0,charged off
7569483010,20855,54,1994,84,12,1.0,0,0,1,0,0,0,150000.0,127500.0,paid in full
1168275000,1602,72,2005,83,1,2.0,0,1,1,2,1,0,9250.0,5000.0,paid in full
2824095009,98026,23,2008,36,4,1.0,0,4,0,1,1,0,65000.0,15000.0,charged off
4915373001,2860,31,1992,84,20,1.0,0,0,1,0,0,0,475000.0,403750.0,paid in full
3213115008,92691,31,2008,84,1,1.0,0,1,0,1,1,0,14196.0,5000.0,paid in full
1055815000,6514,44,2004,36,3,2.0,0,0,1,1,0,0,25000.0,12500.0,paid in full
4896565006,32824,42,2011,84,4,1.0,2,6,0,1,1,0,156893.0,67500.0,paid in full
5481573009,39094,11,1993,180,2,1.0,0,0,1,0,0,0,403000.0,331266.0,paid in full
4922753006,46168,81,1992,240,10,2.0,10,0,40740,0,0,0,149000.0,149000.0,paid in full
6562344002,32538,33,2003,84,12,1.0,4,16,1,1,1,0,68278.0,25000.0,paid in full
5558953004,77571,23,1993,191,6,1.0,0,0,1,0,0,0,124000.0,101625.0,paid in full
2259785000,40272,23,2007,84,9,1.0,25,9,0,1,1,0,66656.0,25000.0,paid in full
8487013010,2842,44,1995,120,3,1.0,0,0,1,0,0,0,60800.0,54720.0,paid in full
7686653001,14226,44,1995,60,1,1.0,0,0,1,0,0,1,71000.0,63900.0,paid in full
4599745005,85295,51,2011,84,1,2.0,0,0,0,1,1,0,63108.0,12500.0,paid in full
3735095001,90069,32,2010,107,1,1.0,4,1,0,1,0,0,15000.0,13500.0,charged off
2984904006,23323,62,1999,240,5,2.0,5,0,1,1,0,0,201000.0,201000.0,paid in full
2925535009,75034,81,2008,49,30,2.0,0,30,0,1,0,0,65000.0,32500.0,charged off
4428433009,54935,62,1991,84,4,1.0,0,0,1,0,0,0,77500.0,62000.0,paid in full
4857764008,43017,54,2001,84,3,1.0,0,3,1,1,1,0,11271.0,5000.0,paid in full
2167905002,89436,23,2007,84,3,2.0,0,3,0,1,1,0,50903.0,10000.0,paid in full
1742745005,72901,32,2006,24,2,2.0,2,0,0,1,1,0,67899.0,25000.0,charged off
2586515008,8872,56,2007,20,2,1.0,1,3,0,1,1,0,39895.0,10000.0,charged off
3022925001,17350,48,2008,66,26,1.0,5,26,0,1,0,0,89000.0,44500.0,charged off
2195615006,20706,54,2007,60,10,1.0,0,10,0,1,1,0,148000.0,50000.0,paid in full
7205163007,3103,33,1994,60,10,1.0,0,0,1,0,0,0,130000.0,104000.0,paid in full
5131094003,91411,32,2002,84,3,1.0,0,3,1,1,1,0,44000.0,22000.0,paid in full
1434385002,15222,44,2005,84,8,1.0,0,8,0,1,0,0,50000.0,25000.0,paid in full
8624163006,14886,23,1995,84,2,1.0,0,0,1,0,0,0,60000.0,54000.0,paid in full
4274013008,69145,21,1991,60,4,1.0,0,0,1,0,0,0,235745.0,200000.0,paid in full
3824815005,67045,33,2010,24,9,1.0,0,9,0,2,1,0,300000.0,270000.0,paid in full
6159834007,90220,33,2003,240,32,1.0,6,0,1,1,0,0,1300000.0,1300000.0,paid in full
2138285007,11780,72,2007,84,4,1.0,0,4,0,1,1,0,83193.0,12500.0,paid in full
3635646010,37341,44,2009,12,11,2.0,4,11,1,1,1,0,597361.0,150000.0,paid in full
3826254000,7755,45,2000,48,3,1.0,0,3,1,1,1,0,46300.0,12500.0,paid in full
4507635000,14546,33,2011,48,35,1.0,1,36,0,1,0,0,100000.0,50000.0,paid in full
4803223008,63376,81,1992,120,27,1.0,5,22,1,0,0,0,127000.0,135000.0,paid in full
5501345000,46016,51,2013,24,6,1.0,0,6,0,1,1,0,67525.0,25000.0,paid in full
3646434009,39157,51,2000,36,4,1.0,0,0,1,1,0,0,150000.0,112500.0,charged off
2541865004,70583,53,2007,24,2,2.0,1,2,0,2,0,0,30000.0,25500.0,charged off
2949315007,97119,72,2008,60,8,1.0,0,8,0,1,0,0,5000.0,2500.0,paid in full
3453455004,7701,23,2009,24,0,1.0,0,0,0,1,1,0,46936.0,12500.0,paid in full
2934425002,30309,81,2008,104,3,2.0,0,3,0,1,0,0,200000.0,150000.0,paid in full
1759845007,11520,23,2006,84,1,1.0,2,1,0,1,1,0,11268.0,5000.0,paid in full
2822896005,92627,31,2007,2,5,1.0,0,5,1,1,1,0,55134.0,25000.0,charged off
4021133000,49684,45,1990,180,1,1.0,0,0,1,0,0,0,60000.0,54000.0,paid in full
3563065006,60585,42,2009,78,3,1.0,0,3,0,2,0,0,35000.0,35000.0,paid in full
6619904006,34243,62,2003,84,1,1.0,0,1,1,1,1,0,10000.0,5000.0,paid in full
2071225005,44102,54,2007,72,2,2.0,0,2,0,1,1,0,77500.0,25000.0,charged off
1640245007,59912,44,2006,42,2,1.0,0,2,0,2,0,0,50000.0,25000.0,charged off
2054695004,98028,56,2007,84,3,2.0,0,3,0,1,1,0,5000.0,2500.0,paid in full
2174595003,18370,45,2007,39,1,2.0,2,2,0,1,0,0,20000.0,10000.0,charged off
1456625003,90010,42,2005,56,3,1.0,0,3,0,1,1,0,50000.0,25000.0,charged off
2820175001,33156,54,2008,49,6,1.0,0,6,0,1,0,0,80000.0,40000.0,charged off
1856065000,48329,72,2006,84,3,1.0,0,3,0,1,0,0,50000.0,25000.0,paid in full
1020415009,64024,45,2004,84,1,1.0,0,0,1,1,1,0,8000.0,4000.0,paid in full
1160834001,83501,45,1997,43,3,2.0,0,0,1,0,0,1,44000.0,35200.0,paid in full
1991725000,33065,31,2006,276,4,2.0,0,4,0,1,0,0,340000.0,255000.0,paid in full
3017915004,60048,71,2008,60,4,2.0,2,2,0,2,0,0,25000.0,12500.0,paid in full
5865414002,7047,44,2003,82,2,2.0,4,2,1,1,1,0,64999.0,25000.0,paid in full
5190974007,11550,54,2002,48,1,1.0,1,2,1,1,1,0,31381.0,12500.0,paid in full
4424564001,2908,44,2001,43,1,1.0,0,1,1,1,1,0,21803.0,5000.0,paid in full
3452553005,95603,33,1989,240,50,1.0,15,35,0,0,0,0,522000.0,522000.0,paid in full
2873483001,76105,23,1987,180,9,1.0,0,0,0,0,0,0,90000.0,76500.0,charged off
3545795009,64801,56,2009,34,5,1.0,2,5,0,1,0,0,25000.0,12500.0,paid in full
4816225010,93312,54,2011,84,1,2.0,0,0,0,1,1,0,37577.0,15000.0,paid in full
2676495008,95652,23,2007,84,1,2.0,1,2,0,1,0,0,20000.0,10000.0,paid in full
3326845000,44133,54,2009,84,5,1.0,0,5,0,1,1,0,289662.0,50000.0,paid in full
1825485005,55044,81,2006,84,8,1.0,0,8,0,1,1,0,266473.0,25000.0,paid in full
9481214000,55328,23,2006,60,3,1.0,1,3,1,2,1,0,30994.0,7500.0,paid in full
3066296000,90019,44,2008,53,1,1.0,0,1,1,1,1,0,55184.0,25000.0,charged off
2925873003,2109,33,1987,66,35,1.0,0,0,0,0,0,0,200000.0,170000.0,charged off
1373706004,62203,23,2006,240,3,1.0,0,0,1,1,0,0,175000.0,131250.0,paid in full
3564333003,91331,81,1990,120,1,1.0,0,0,1,0,0,0,160000.0,136000.0,paid in full
7541444003,4062,72,2004,240,8,2.0,0,0,1,2,0,0,180000.0,135000.0,paid in full
2352124010,93292,81,1998,84,19,1.0,0,0,1,0,0,0,200000.0,150000.0,paid in full
1119975002,2127,81,2005,83,4,2.0,0,0,1,1,1,0,37024.0,5000.0,paid in full
6234204007,91801,72,2003,36,4,1.0,0,4,1,1,1,0,15720.0,7500.0,paid in full
7145133006,90058,31,1994,300,17,1.0,0,0,1,0,0,0,560000.0,420000.0,paid in full
5627754004,7666,61,2002,74,1,2.0,2,1,1,1,1,0,68017.0,12500.0,paid in full
3821934004,12182,81,2000,48,2,1.0,0,2,1,1,1,0,184626.0,50000.0,paid in full
5258024001,45039,45,2002,24,1,2.0,0,1,1,1,1,0,25000.0,12500.0,paid in full
7342504005,90048,42,2004,34,8,1.0,1,8,1,1,1,0,89574.0,25000.0,charged off
2121984002,38555,32,1998,120,8,2.0,0,0,1,0,0,0,90000.0,67500.0,paid in full
8000213010,51566,23,1995,84,4,1.0,0,0,1,0,0,0,30000.0,27000.0,paid in full
2005775008,29464,52,2006,41,1,1.0,3,1,0,1,0,0,50000.0,25000.0,charged off
8550084009,11204,44,2005,84,6,1.0,2,8,1,1,1,0,50002.0,12500.0,paid in full
6302113000,77087,42,1994,24,7,1.0,0,0,1,0,0,0,266500.0,199875.0,paid in full
8485484003,68144,48,2005,62,4,1.0,0,4,81612,1,1,0,20419.0,5000.0,paid in full
7325414000,16805,72,2004,84,20,2.0,20,20,81601,1,1,0,114375.0,15000.0,paid in full
2601645000,60611,44,2007,61,5,2.0,10,15,0,1,0,0,35000.0,29750.0,charged off
1306555000,48126,42,2005,84,1,1.0,0,1,1,1,0,0,50000.0,25000.0,paid in full
1459545009,46229,81,2005,84,3,2.0,0,3,0,1,1,0,5739.0,750.0,paid in full
6253614007,20001,56,2003,84,1,1.0,3,1,1,1,1,0,33074.0,12500.0,paid in full
4664905002,33322,62,2011,109,1,1.0,1,1,0,1,0,0,7500.0,6375.0,charged off
2347564008,90044,81,1998,288,5,1.0,0,0,1,0,0,0,385000.0,288750.0,paid in full
2835415004,46514,44,2008,37,1,1.0,2,1,0,1,0,0,20000.0,17000.0,charged off
1189135003,85044,45,2005,5,9,1.0,1,9,1,1,0,0,50000.0,25000.0,charged off
5002814009,33478,62,2002,120,12,2.0,0,0,1,2,0,0,170000.0,127500.0,paid in full
1063125005,33309,48,2004,3,4,2.0,0,0,1,1,1,0,23303.0,5000.0,charged off
2358235005,91406,45,2007,62,5,1.0,1,1,0,1,0,0,15000.0,12750.0,charged off
2653215002,11361,56,2007,52,4,1.0,2,4,0,1,1,0,36952.0,12500.0,charged off
1964255006,37379,72,2006,120,80,1.0,10,80,78760,1,0,0,845000.0,633750.0,paid in full
4212325004,55117,23,2010,36,9,1.0,0,9,0,1,0,0,21000.0,17850.0,paid in full
2501495006,16327,23,2007,60,2,1.0,0,2,0,2,1,0,55298.0,12500.0,paid in full
1610744007,54303,33,1998,120,1,2.0,0,0,1,0,0,0,105000.0,78750.0,paid in full
1963205000,78577,62,2006,50,5,2.0,0,5,0,1,0,0,17000.0,8500.0,charged off
3040556008,94306,81,2008,84,3,1.0,2,5,1,1,1,0,43151.0,7500.0,paid in full
7178194005,84029,56,2004,36,1,1.0,0,1,1,2,1,0,48455.0,10000.0,paid in full
2597065010,11419,44,2007,22,4,1.0,0,4,0,1,0,0,30000.0,15000.0,charged off
9271284001,10019,45,2006,84,5,1.0,1,5,1,1,1,0,43507.0,7500.0,paid in full
8611224008,97103,72,2005,84,3,1.0,0,3,1,2,1,0,53200.0,15000.0,paid in full
1492125003,75204,62,2006,84,1,1.0,1,1,0,1,0,0,90000.0,76500.0,paid in full
3377825005,55432,45,2009,84,8,1.0,0,8,0,1,1,0,229000.0,50000.0,paid in full
4856545006,96753,72,2011,60,38,1.0,4,38,0,2,0,0,105393.0,62500.0,paid in full
2631995001,7657,44,2007,53,7,1.0,0,7,0,1,1,0,89500.0,25000.0,charged off
1277395000,3801,54,2005,36,1,2.0,0,1,1,1,1,0,5000.0,2500.0,paid in full
7607233007,40769,11,1994,36,2,2.0,0,0,1,0,0,1,25000.0,22500.0,paid in full
7287273008,75240,54,1994,84,11,2.0,0,0,1,0,0,0,100000.0,90000.0,paid in full
1748415001,18940,42,2006,84,14,1.0,0,14,0,1,0,0,500000.0,375000.0,paid in full
8689233004,83336,23,1995,60,5,1.0,0,0,1,0,0,1,47000.0,42300.0,paid in full
1858794004,94538,42,1998,84,5,1.0,0,0,1,0,1,0,50000.0,25000.0,paid in full
2725185006,90010,45,2007,70,3,1.0,2,5,0,1,0,0,20000.0,17000.0,charged off
4086925005,68847,32,2010,120,3,2.0,0,3,0,2,0,0,100000.0,90000.0,paid in full
6344124008,95062,45,2003,84,2,1.0,0,2,1,1,1,0,41000.0,17500.0,paid in full
9460253006,45840,62,1996,84,6,2.0,0,0,1,0,0,0,108000.0,81000.0,paid in full
1062815009,57105,52,2004,84,2,1.0,0,0,1,1,0,0,10000.0,5000.0,paid in full
1820205003,33066,42,2006,36,2,1.0,0,2,0,1,1,0,102500.0,17500.0,charged off
3708885007,80221,56,2010,84,10,1.0,0,10,0,1,0,0,100000.0,90000.0,paid in full
2121205009,54945,72,2007,49,3,2.0,0,3,0,1,0,0,15000.0,7500.0,charged off
6460654000,90670,42,2003,84,6,1.0,2,6,1,1,1,0,275030.0,75000.0,paid in full
7616224002,92506,45,2004,84,24,1.0,0,0,1,1,0,0,287092.0,215319.0,paid in full
6286924002,40059,81,2003,120,1,2.0,0,0,1,1,0,1,101500.0,86275.0,paid in full
7174794000,6426,52,2004,84,2,1.0,3,2,1,2,1,0,59202.0,25000.0,paid in full
2047125010,21202,71,2006,66,1,2.0,2,1,0,1,0,0,20000.0,17000.0,charged off
2639516009,15084,42,2007,84,5,1.0,0,5,1,1,1,0,129720.0,20000.0,paid in full
1847245004,41059,54,2006,84,2,1.0,0,2,0,1,1,0,30000.0,15000.0,paid in full
3563845004,21157,56,2009,84,3,1.0,1,1,0,1,0,0,21800.0,10900.0,paid in full
1036525001,79915,81,2004,84,2,2.0,0,0,1,1,1,0,11000.0,5000.0,paid in full
1075235000,20110,81,2004,84,10,1.0,0,0,1,1,0,0,75000.0,37500.0,paid in full
6142594000,83706,32,2003,23,1,1.0,2,1,1,1,0,0,24900.0,12500.0,charged off
2433815003,57747,23,2007,44,2,1.0,0,2,0,2,1,0,57793.0,12500.0,charged off
2364064002,16637,92,1998,240,7,1.0,7,0,1,0,0,0,206000.0,206000.0,paid in full
2836486001,95020,44,2007,84,8,1.0,0,8,1,1,1,0,51688.0,12500.0,paid in full
6051854000,83709,62,2003,240,9,1.0,3,6,1,1,0,0,292000.0,292000.0,paid in full
2561905000,48211,81,2007,79,5,1.0,0,5,0,1,1,0,113419.0,20000.0,paid in full
1485525007,78731,81,2006,84,7,1.0,3,7,0,1,0,0,50400.0,25200.0,paid in full
8877524001,91748,44,2005,24,5,1.0,2,7,1,1,1,0,76065.0,12500.0,charged off
8932754004,8852,48,2005,83,2,1.0,1,2,1,1,0,0,14000.0,5000.0,paid in full
1555745010,92612,44,2006,84,2,2.0,0,2,0,1,1,0,125000.0,62500.0,paid in full
7093984007,90063,45,2004,84,2,1.0,0,2,1,1,1,0,10000.0,5000.0,paid in full
5334693010,13037,71,1993,240,2,1.0,0,0,1,0,0,0,55000.0,49500.0,paid in full
3425443001,5478,56,1989,83,2,1.0,0,0,0,0,0,0,30000.0,22500.0,paid in full
1005345003,91768,33,2003,60,7,1.0,0,0,1,0,0,0,15000.0,7500.0,paid in full
8913434007,92029,45,2005,84,3,2.0,0,0,1,1,1,0,5000.0,2500.0,paid in full
2519045009,91750,42,2007,43,15,1.0,2,15,0,1,0,0,100000.0,50000.0,charged off
1380015000,20715,51,2005,28,1,1.0,3,1,0,1,1,0,41249.0,7500.0,charged off
1022505005,46060,48,2004,16,2,1.0,0,0,1,2,1,0,26691.0,10000.0,charged off
2400435000,14728,11,2007,60,1,2.0,0,1,0,2,0,0,36000.0,18000.0,paid in full
4494843001,84116,33,1991,34,32,1.0,0,0,1,0,0,0,120000.0,96000.0,paid in full
3861255002,76028,44,2010,84,0,2.0,2,2,0,1,1,0,15000.0,7500.0,paid in full
5731354002,18974,81,2002,84,2,1.0,1,2,1,1,1,0,118238.0,17500.0,paid in full
2187325002,84065,23,2007,84,8,2.0,0,8,0,1,1,0,145386.0,30000.0,paid in full
2366925000,60653,33,2007,56,1,1.0,0,1,0,1,0,0,20000.0,17000.0,charged off
2799894003,48328,23,1999,240,28,1.0,6,34,1,0,0,0,264000.0,264000.0,paid in full
8232623003,50036,56,1995,84,2,2.0,0,0,1,0,0,1,15000.0,13500.0,paid in full
1307086010,46290,52,2006,12,3,1.0,1,3,1,1,1,0,190000.0,75000.0,paid in full
4790713002,2144,54,1992,13,26,1.0,0,0,1,0,1,0,250000.0,187500.0,paid in full
6354543002,84057,32,1994,180,11,1.0,0,0,1,0,0,0,328000.0,246000.0,paid in full
5666443001,76013,44,1993,36,4,1.0,0,0,1,0,0,0,38000.0,30400.0,paid in full
3211185003,60187,44,2008,90,2,2.0,2,2,0,1,0,0,150000.0,127500.0,paid in full
3789584005,15034,56,2000,92,3,1.0,2,3,1,1,1,0,641858.0,75000.0,paid in full
3293795001,2360,81,2009,60,0,2.0,3,3,0,1,0,0,15000.0,7500.0,paid in full
2020625007,80920,62,2006,84,3,1.0,0,3,0,1,1,0,142910.0,50000.0,paid in full
3426235002,92618,62,2009,120,1,2.0,7,1,0,1,0,0,350000.0,315000.0,paid in full
7322404002,84108,62,2004,24,13,1.0,0,13,1,1,1,0,20000.0,10000.0,paid in full
5883164003,77099,54,2003,84,12,1.0,0,12,1,1,1,0,109431.0,25000.0,paid in full
2973376010,7032,45,2007,24,16,1.0,2,16,1,1,1,0,250000.0,125000.0,paid in full
5409664003,99218,81,2002,39,2,1.0,3,2,1,1,1,0,20000.0,10000.0,paid in full
4648603003,84751,33,1992,60,10,1.0,0,0,1,0,0,0,75600.0,61236.0,paid in full
5232774005,91702,48,2002,77,10,1.0,0,10,1,1,1,0,267027.0,125000.0,paid in full
3886885010,64111,54,2010,60,3,2.0,0,3,0,1,0,0,47000.0,23500.0,paid in full
